Running SF45/B LWNX driver.
44.41 m -89.38 deg
654.36 m -88.94 deg
654.36 m -88.94 deg
654.36 m -88.48 deg
654.36 m -88.04 deg
654.36 m -88.04 deg
654.36 m -87.58 deg
654.36 m -87.13 deg
654.36 m -86.69 deg
654.36 m -86.23 deg
654.36 m -86.23 deg
654.36 m -85.79 deg
654.36 m -85.34 deg
654.36 m -84.88 deg
654.36 m -84.44 deg
654.36 m -83.98 deg
654.36 m -83.54 deg
40.99 m -83.09 deg
40.95 m -82.63 deg
40.14 m -81.73 deg
39.73 m -81.28 deg
39.74 m -80.38 deg
40.15 m -79.48 deg
654.36 m -78.13 deg
654.36 m -76.78 deg
654.36 m -74.98 deg
654.36 m -73.18 deg
654.36 m -71.38 deg
654.36 m -69.59 deg
654.36 m -67.78 deg
654.36 m -65.98 deg
654.36 m -64.18 deg
45.64 m -62.39 deg
654.36 m -60.59 deg
654.36 m -58.79 deg
654.36 m -56.99 deg
654.36 m -55.19 deg
654.36 m -53.39 deg
654.36 m -51.59 deg
654.36 m -49.79 deg
654.36 m -47.99 deg
654.36 m -46.19 deg
654.36 m -44.39 deg
654.36 m -42.59 deg
654.36 m -40.79 deg
654.36 m -38.99 deg
654.36 m -37.19 deg
654.36 m -35.39 deg
32.98 m -33.13 deg
19.13 m -31.34 deg
18.82 m -29.54 deg
19.06 m -27.74 deg
21.37 m -25.94 deg
19.24 m -24.14 deg
17.44 m -22.34 deg
15.97 m -20.54 deg
14.75 m -18.74 deg
654.36 m -16.94 deg
13.25 m -14.69 deg
12.6 m -12.89 deg
11.96 m -11.09 deg
11.49 m -9.28 deg
11.05 m -7.49 deg
10.67 m -5.69 deg
10.31 m -3.89 deg
10.0 m -1.64 deg
9.71 m 0.14 deg
9.47 m 1.94 deg
9.27 m 3.74 deg
9.09 m 5.55 deg
8.89 m 7.35 deg
8.72 m 9.14 deg
8.55 m 10.95 deg
8.39 m 12.75 deg
8.26 m 14.99 deg
8.12 m 16.79 deg
7.94 m 18.59 deg
7.82 m 20.39 deg
7.72 m 22.2 deg
7.61 m 23.99 deg
7.5 m 25.8 deg
7.39 m 27.59 deg
7.28 m 29.39 deg
654.36 m 31.19 deg
7.12 m 33.0 deg
7.02 m 35.25 deg
6.92 m 37.05 deg
6.86 m 38.84 deg
6.81 m 40.64 deg
6.76 m 42.44 deg
6.71 m 44.24 deg
6.68 m 46.05 deg
6.66 m 47.85 deg
6.63 m 49.65 deg
6.62 m 51.9 deg
6.61 m 53.69 deg
6.64 m 55.49 deg
6.64 m 57.3 deg
6.66 m 59.1 deg
6.71 m 60.9 deg
6.79 m 62.69 deg
6.87 m 64.5 deg
6.92 m 66.75 deg
6.96 m 68.55 deg
7.05 m 70.35 deg
7.1 m 72.15 deg
7.17 m 73.95 deg
7.24 m 75.75 deg
7.37 m 77.1 deg
7.46 m 78.0 deg
7.61 m 78.9 deg
7.78 m 79.35 deg
7.96 m 79.8 deg
8.08 m 80.7 deg
8.17 m 81.15 deg
8.24 m 81.6 deg
8.28 m 82.05 deg
8.3 m 82.5 deg
8.27 m 82.95 deg
8.23 m 83.4 deg
8.19 m 83.85 deg
8.18 m 83.85 deg
8.18 m 84.3 deg
8.2 m 84.75 deg
8.25 m 85.2 deg
8.31 m 85.65 deg
8.41 m 85.65 deg
8.51 m 86.1 deg
8.61 m 86.55 deg
8.72 m 86.55 deg
8.82 m 87.0 deg
8.92 m 87.45 deg
9.05 m 87.45 deg
9.18 m 87.9 deg
9.29 m 88.35 deg
9.37 m 90.74 deg
9.44 m 90.74 deg
9.47 m 90.3 deg
9.49 m 89.84 deg
9.49 m 89.84 deg
9.49 m 89.39 deg
9.47 m 88.95 deg
9.41 m 88.95 deg
9.32 m 88.49 deg
9.17 m 88.05 deg
9.04 m 88.05 deg
8.9 m 87.59 deg
8.75 m 87.14 deg
8.6 m 86.7 deg
8.46 m 86.24 deg
8.33 m 85.8 deg
8.21 m 85.8 deg
8.11 m 85.35 deg
8.02 m 84.89 deg
7.94 m 84.45 deg
7.88 m 83.99 deg
7.8 m 83.55 deg
7.7 m 82.64 deg
7.61 m 82.2 deg
7.52 m 81.74 deg
7.44 m 80.85 deg
7.36 m 80.39 deg
7.26 m 79.49 deg
7.16 m 78.14 deg
7.06 m 76.35 deg
6.98 m 74.54 deg
6.9 m 72.74 deg
6.81 m 70.94 deg
6.72 m 69.14 deg
6.57 m 67.35 deg
6.44 m 65.54 deg
6.35 m 63.3 deg
6.25 m 61.5 deg
6.16 m 59.7 deg
6.01 m 57.9 deg
5.9 m 56.1 deg
5.83 m 54.3 deg
5.75 m 52.5 deg
5.7 m 50.7 deg
5.68 m 48.9 deg
5.66 m 47.1 deg
5.66 m 44.85 deg
5.65 m 43.05 deg
5.64 m 41.25 deg
5.66 m 39.45 deg
5.68 m 37.65 deg
5.68 m 35.84 deg
5.69 m 34.05 deg
5.71 m 32.25 deg
5.74 m 30.0 deg
5.78 m 28.2 deg
5.83 m 26.4 deg
5.89 m 24.6 deg
5.95 m 22.8 deg
6.01 m 21.0 deg
6.09 m 19.2 deg
6.14 m 17.4 deg
6.21 m 15.15 deg
6.3 m 13.35 deg
6.4 m 11.54 deg
6.55 m 9.75 deg
6.67 m 7.95 deg
6.79 m 6.14 deg
6.95 m 4.35 deg
7.1 m 2.09 deg
7.25 m 0.3 deg
7.43 m -1.48 deg
7.58 m -3.29 deg
7.74 m -5.08 deg
7.88 m -6.88 deg
8.06 m -8.69 deg
8.29 m -10.49 deg
8.52 m -12.29 deg
8.76 m -14.54 deg
9.03 m -16.33 deg
9.31 m -18.14 deg
9.63 m -19.93 deg
9.94 m -21.73 deg
10.39 m -23.54 deg
10.8 m -25.33 deg
11.32 m -27.13 deg
11.98 m -29.38 deg
12.68 m -31.18 deg
13.67 m -32.99 deg
14.86 m -34.79 deg
654.36 m -36.58 deg
18.16 m -38.38 deg
654.36 m -40.18 deg
22.94 m -41.98 deg
654.36 m -43.79 deg
654.36 m -45.59 deg
654.36 m -47.84 deg
654.36 m -49.64 deg
654.36 m -51.43 deg
22.86 m -53.23 deg
23.72 m -55.04 deg
654.36 m -56.84 deg
654.36 m -58.64 deg
654.36 m -60.43 deg
654.36 m -62.23 deg
654.36 m -64.04 deg
654.36 m -65.84 deg
654.36 m -67.64 deg
654.36 m -69.44 deg
654.36 m -71.24 deg
654.36 m -73.04 deg
654.36 m -74.84 deg
654.36 m -76.19 deg
654.36 m -77.54 deg
654.36 m -78.44 deg
654.36 m -78.89 deg
654.36 m -79.34 deg
654.36 m -80.24 deg
654.36 m -80.69 deg
654.36 m -81.14 deg
654.36 m -81.59 deg
654.36 m -82.04 deg
654.36 m -82.49 deg
40.96 m -82.94 deg
40.37 m -83.39 deg
39.75 m -83.84 deg
39.51 m -84.29 deg
40.13 m -84.29 deg
40.47 m -84.74 deg
39.96 m -85.19 deg
654.36 m -85.64 deg
654.36 m -85.64 deg
654.36 m -86.09 deg
654.36 m -86.54 deg
654.36 m -86.54 deg
654.36 m -86.99 deg
654.36 m -87.44 deg
654.36 m -87.44 deg
654.36 m -87.89 deg
654.36 m -88.34 deg
654.36 m -90.73 deg
654.36 m -91.19 deg
654.36 m -90.73 deg
654.36 m -90.73 deg
654.36 m -90.29 deg
654.36 m -89.83 deg
654.36 m -89.83 deg
654.36 m -89.38 deg
654.36 m -88.94 deg
654.36 m -88.94 deg
654.36 m -88.48 deg
654.36 m -88.04 deg
654.36 m -88.04 deg
654.36 m -87.58 deg
654.36 m -87.13 deg
654.36 m -86.69 deg
654.36 m -86.23 deg
39.51 m -86.23 deg
39.72 m -85.79 deg
654.36 m -85.34 deg
40.4 m -84.88 deg
39.89 m -84.44 deg
39.5 m -83.98 deg
40.15 m -83.54 deg
40.55 m -83.09 deg
40.0 m -82.19 deg
654.36 m -81.73 deg
654.36 m -81.28 deg
654.36 m -80.38 deg
654.36 m -79.48 deg
654.36 m -78.13 deg
654.36 m -76.78 deg
654.36 m -74.98 deg
654.36 m -73.18 deg
654.36 m -71.38 deg
654.36 m -69.59 deg
654.36 m -67.78 deg
654.36 m -65.98 deg
45.35 m -64.18 deg
654.36 m -62.39 deg
654.36 m -60.59 deg
654.36 m -58.34 deg
654.36 m -56.54 deg
654.36 m -54.74 deg
654.36 m -52.94 deg
654.36 m -51.14 deg
22.89 m -49.34 deg
23.21 m -47.54 deg
21.77 m -45.74 deg
654.36 m -43.94 deg
654.36 m -42.14 deg
654.36 m -40.33 deg
654.36 m -38.54 deg
654.36 m -36.74 deg
18.82 m -34.94 deg
18.53 m -33.13 deg
18.6 m -30.89 deg
654.36 m -29.09 deg
19.54 m -27.29 deg
17.93 m -25.49 deg
16.28 m -23.69 deg
14.91 m -21.89 deg
13.82 m -20.09 deg
12.98 m -18.29 deg
12.14 m -16.49 deg
11.41 m -14.69 deg
10.85 m -12.44 deg
10.38 m -10.64 deg
9.95 m -8.83 deg
9.51 m -7.04 deg
9.12 m -5.24 deg
8.8 m -3.44 deg
8.53 m -1.64 deg
8.27 m 0.14 deg
8.04 m 1.94 deg
7.86 m 3.74 deg
7.69 m 5.55 deg
7.53 m 7.8 deg
7.43 m 9.59 deg
7.34 m 11.4 deg
7.17 m 13.2 deg
7.06 m 14.99 deg
6.98 m 16.79 deg
6.92 m 18.59 deg
6.87 m 20.39 deg
6.83 m 22.2 deg
6.81 m 24.45 deg
6.81 m 26.24 deg
6.79 m 28.05 deg
6.79 m 29.84 deg
6.8 m 31.64 deg
6.83 m 33.44 deg
6.86 m 35.25 deg
6.9 m 37.05 deg
6.93 m 38.84 deg
6.96 m 40.64 deg
7.0 m 42.9 deg
7.05 m 44.69 deg
7.11 m 46.49 deg
7.18 m 48.3 deg
7.22 m 50.1 deg
7.29 m 51.9 deg
7.36 m 53.69 deg
7.42 m 55.94 deg
7.48 m 57.74 deg
7.56 m 59.55 deg
7.67 m 61.35 deg
7.75 m 63.15 deg
7.84 m 64.95 deg
7.94 m 66.75 deg
8.1 m 68.55 deg
8.28 m 70.8 deg
8.32 m 72.6 deg
8.44 m 74.4 deg
8.6 m 75.75 deg
8.73 m 77.1 deg
8.88 m 78.0 deg
9.09 m 78.9 deg
9.34 m 79.35 deg
9.57 m 80.25 deg
9.74 m 80.7 deg
9.88 m 81.15 deg
10.03 m 81.6 deg
10.12 m 82.05 deg
10.12 m 82.5 deg
10.05 m 82.95 deg
9.97 m 83.4 deg
9.9 m 83.85 deg
9.86 m 84.3 deg
9.83 m 84.3 deg
9.84 m 84.75 deg
9.9 m 85.2 deg
9.99 m 85.65 deg
10.1 m 86.1 deg
10.21 m 86.1 deg
10.33 m 86.55 deg
10.46 m 87.0 deg
10.57 m 87.0 deg
10.69 m 87.45 deg
10.8 m 87.9 deg
10.89 m 87.9 deg
10.98 m 88.35 deg
11.06 m 90.74 deg
11.14 m 90.3 deg
11.19 m 90.3 deg
11.21 m 89.84 deg
11.2 m 89.84 deg
11.2 m 89.39 deg
11.15 m 88.95 deg
11.1 m 88.95 deg
11.04 m 88.49 deg
10.96 m 88.05 deg
10.9 m 87.59 deg
10.82 m 87.59 deg
10.78 m 87.14 deg
10.73 m 86.7 deg
10.7 m 86.24 deg
10.69 m 85.8 deg
10.68 m 85.35 deg
10.69 m 85.35 deg
10.71 m 84.89 deg
10.74 m 84.45 deg
10.78 m 83.99 deg
10.79 m 83.1 deg
10.77 m 82.64 deg
10.73 m 82.2 deg
10.69 m 81.74 deg
10.66 m 80.85 deg
10.65 m 80.39 deg
10.64 m 79.04 deg
10.63 m 77.69 deg
10.59 m 75.89 deg
10.55 m 74.1 deg
10.54 m 72.29 deg
10.43 m 70.49 deg
10.3 m 68.69 deg
10.13 m 66.89 deg
9.95 m 65.1 deg
9.76 m 63.3 deg
9.52 m 61.05 deg
9.26 m 59.25 deg
9.06 m 57.45 deg
8.89 m 55.65 deg
8.77 m 53.85 deg
8.71 m 52.05 deg
8.65 m 50.25 deg
8.67 m 48.45 deg
8.71 m 46.65 deg
8.74 m 44.85 deg
8.73 m 42.6 deg
8.72 m 40.8 deg
8.69 m 39.0 deg
8.64 m 37.2 deg
8.57 m 35.4 deg
8.5 m 33.59 deg
8.47 m 31.8 deg
8.49 m 30.0 deg
8.45 m 27.75 deg
8.43 m 25.95 deg
8.42 m 24.15 deg
8.37 m 22.35 deg
8.34 m 20.55 deg
8.33 m 18.75 deg
8.32 m 16.95 deg
8.31 m 15.15 deg
8.31 m 13.35 deg
8.34 m 11.54 deg
8.4 m 9.75 deg
8.46 m 7.5 deg
8.52 m 5.7 deg
8.59 m 3.9 deg
8.66 m 2.09 deg
8.71 m 0.3 deg
8.79 m -1.48 deg
8.89 m -3.29 deg
8.99 m -5.08 deg
9.1 m -7.34 deg
9.24 m -9.13 deg
9.41 m -10.94 deg
9.59 m -12.74 deg
9.78 m -14.54 deg
9.99 m -16.33 deg
10.2 m -18.58 deg
10.45 m -20.38 deg
10.78 m -22.19 deg
654.36 m -23.98 deg
11.49 m -25.79 deg
11.8 m -27.58 deg
12.25 m -29.38 deg
12.81 m -31.63 deg
13.51 m -33.43 deg
14.28 m -35.24 deg
15.1 m -37.04 deg
16.16 m -38.83 deg
17.69 m -40.63 deg
18.97 m -42.89 deg
20.41 m -44.68 deg
654.36 m -46.48 deg
654.36 m -48.29 deg
654.36 m -49.64 deg
654.36 m -51.43 deg
22.48 m -53.23 deg
22.96 m -55.48 deg
654.36 m -57.29 deg
654.36 m -59.09 deg
654.36 m -60.89 deg
43.09 m -62.68 deg
654.36 m -64.49 deg
654.36 m -66.29 deg
654.36 m -68.09 deg
654.36 m -69.89 deg
654.36 m -71.69 deg
654.36 m -73.49 deg
654.36 m -75.29 deg
654.36 m -76.64 deg
654.36 m -77.54 deg
654.36 m -78.44 deg
654.36 m -78.89 deg
654.36 m -79.79 deg
654.36 m -80.24 deg
654.36 m -80.69 deg
654.36 m -81.14 deg
654.36 m -81.59 deg
654.36 m -82.04 deg
654.36 m -82.49 deg
654.36 m -82.94 deg
654.36 m -83.39 deg
654.36 m -83.84 deg
654.36 m -84.29 deg
654.36 m -84.74 deg
654.36 m -84.74 deg
654.36 m -85.19 deg
654.36 m -85.64 deg
654.36 m -85.64 deg
654.36 m -86.09 deg
654.36 m -86.54 deg
39.3 m -86.99 deg
46.02 m -86.99 deg
654.36 m -87.44 deg
654.36 m -87.44 deg
654.36 m -87.89 deg
654.36 m -88.34 deg
654.36 m -90.73 deg
654.36 m -91.19 deg
654.36 m -90.73 deg
654.36 m -90.29 deg
654.36 m -90.29 deg
654.36 m -89.83 deg
654.36 m -89.38 deg
654.36 m -89.38 deg
654.36 m -88.94 deg
654.36 m -88.48 deg
654.36 m -88.48 deg
654.36 m -88.04 deg
39.3 m -87.58 deg
654.36 m -87.58 deg
654.36 m -87.13 deg
654.36 m -86.69 deg
654.36 m -86.23 deg
654.36 m -85.79 deg
654.36 m -85.34 deg
654.36 m -85.34 deg
654.36 m -84.88 deg
654.36 m -84.44 deg
654.36 m -83.98 deg
654.36 m -83.54 deg
654.36 m -82.63 deg
654.36 m -82.19 deg
654.36 m -81.73 deg
654.36 m -80.84 deg
654.36 m -80.38 deg
654.36 m -79.48 deg
654.36 m -78.13 deg
654.36 m -76.78 deg
654.36 m -74.98 deg
654.36 m -73.18 deg
654.36 m -71.38 deg
654.36 m -69.59 deg
654.36 m -67.78 deg
654.36 m -65.98 deg
654.36 m -64.18 deg
654.36 m -62.39 deg
654.36 m -60.59 deg
654.36 m -58.79 deg
654.36 m -56.99 deg
654.36 m -55.19 deg
654.36 m -53.39 deg
21.82 m -51.59 deg
20.34 m -49.79 deg
654.36 m -47.99 deg
18.31 m -45.74 deg
17.1 m -43.94 deg
654.36 m -42.14 deg
15.2 m -40.33 deg
14.48 m -38.54 deg
13.75 m -36.29 deg
13.19 m -34.49 deg
12.8 m -32.69 deg
12.38 m -30.89 deg
12.05 m -29.09 deg
11.83 m -27.29 deg
11.74 m -25.49 deg
11.71 m -23.69 deg
11.67 m -21.89 deg
11.6 m -20.09 deg
11.55 m -17.84 deg
11.51 m -16.03 deg
11.5 m -14.23 deg
11.57 m -12.44 deg
11.69 m -10.64 deg
11.87 m -8.83 deg
12.05 m -7.04 deg
12.3 m -5.24 deg
12.59 m -2.99 deg
12.85 m -1.19 deg
13.15 m 0.59 deg
13.63 m 2.39 deg
14.04 m 4.19 deg
14.4 m 6.0 deg
14.77 m 7.8 deg
15.21 m 9.59 deg
15.72 m 11.85 deg
16.21 m 13.65 deg
16.1 m 15.45 deg
17.2 m 17.24 deg
17.72 m 19.04 deg
654.36 m 20.84 deg
654.36 m 22.64 deg
19.52 m 24.45 deg
19.39 m 26.24 deg
20.73 m 28.49 deg
21.34 m 30.3 deg
21.9 m 32.09 deg
16.92 m 33.89 deg
654.36 m 35.69 deg
654.36 m 37.5 deg
15.09 m 39.3 deg
654.36 m 41.1 deg
654.36 m 42.9 deg
654.36 m 44.69 deg
654.36 m 46.49 deg
16.54 m 48.3 deg
654.36 m 50.1 deg
21.75 m 51.9 deg
21.25 m 54.15 deg
654.36 m 55.94 deg
20.45 m 57.74 deg
654.36 m 59.55 deg
26.73 m 61.35 deg
654.36 m 63.15 deg
26.53 m 64.95 deg
26.35 m 67.2 deg
26.51 m 69.0 deg
26.65 m 70.8 deg
26.59 m 72.6 deg
26.65 m 74.4 deg
27.01 m 75.75 deg
27.28 m 77.1 deg
27.58 m 78.0 deg
28.13 m 78.9 deg
28.96 m 79.35 deg
654.36 m 80.25 deg
654.36 m 80.7 deg
654.36 m 81.15 deg
654.36 m 81.6 deg
654.36 m 82.05 deg
654.36 m 82.5 deg
654.36 m 82.95 deg
654.36 m 83.4 deg
654.36 m 83.4 deg
28.11 m 83.85 deg
27.7 m 84.3 deg
27.45 m 84.75 deg
27.61 m 85.2 deg
28.01 m 85.2 deg
654.36 m 85.65 deg
654.36 m 86.1 deg
654.36 m 86.55 deg
29.86 m 86.55 deg
654.36 m 87.0 deg
654.36 m 87.45 deg
654.36 m 87.45 deg
654.36 m 87.9 deg
654.36 m 87.9 deg
654.36 m 90.74 deg
654.36 m 90.74 deg
654.36 m 90.3 deg
654.36 m 90.3 deg
654.36 m 89.84 deg
654.36 m 89.84 deg
654.36 m 89.39 deg
654.36 m 88.95 deg
654.36 m 88.95 deg
654.36 m 88.49 deg
654.36 m 88.05 deg
654.36 m 88.05 deg
654.36 m 87.59 deg
654.36 m 87.14 deg
28.69 m 86.7 deg
28.31 m 86.7 deg
28.05 m 86.24 deg
27.82 m 85.8 deg
654.36 m 85.35 deg
27.55 m 84.89 deg
27.47 m 84.45 deg
27.54 m 83.99 deg
654.36 m 83.55 deg
27.09 m 83.1 deg
26.8 m 82.64 deg
26.5 m 81.74 deg
26.06 m 81.29 deg
25.71 m 80.39 deg
25.53 m 79.49 deg
25.36 m 78.14 deg
25.28 m 76.79 deg
25.19 m 74.99 deg
25.11 m 73.19 deg
25.06 m 71.39 deg
25.02 m 69.6 deg
24.72 m 67.79 deg
654.36 m 65.99 deg
23.63 m 63.75 deg
22.64 m 61.95 deg
21.38 m 60.15 deg
20.42 m 58.35 deg
19.57 m 56.55 deg
18.86 m 54.75 deg
18.32 m 52.95 deg
18.02 m 51.15 deg
17.84 m 49.35 deg
17.89 m 47.55 deg
17.72 m 45.3 deg
17.31 m 43.5 deg
17.59 m 41.7 deg
15.88 m 39.9 deg
17.1 m 38.09 deg
15.02 m 36.3 deg
654.36 m 34.5 deg
15.95 m 32.7 deg
15.56 m 30.9 deg
15.22 m 29.1 deg
14.89 m 26.85 deg
14.61 m 25.05 deg
14.29 m 23.25 deg
13.99 m 21.45 deg
