Running SF45/B LWNX driver.
Product: SF45
Firmware: 1.2.1
Serial: S45-15868
3.89 m 46.94 deg
7.0 m 64.95 deg
4.89 m 78.0 deg
5.5 m 83.85 deg
9.49 m 89.39 deg
8.94 m 89.39 deg
9.55 m 86.24 deg
5.16 m 80.39 deg
5.88 m 67.35 deg
4.44 m 49.35 deg
4.14 m 31.35 deg
21.21 m 13.35 deg
20.61 m -4.63 deg
654.36 m -22.63 deg
11.17 m -40.63 deg
5.57 m -58.64 deg
9.45 m -73.94 deg
8.05 m -82.49 deg
7.94 m -86.09 deg
5.54 m -89.83 deg
7.58 m -88.04 deg
9.24 m -83.98 deg
10.4 m -74.53 deg
5.44 m -58.34 deg
10.78 m -40.33 deg
654.36 m -22.34 deg
20.38 m -4.34 deg
21.78 m 13.2 deg
3.88 m 31.19 deg
3.23 m 49.19 deg
6.44 m 67.2 deg
5.12 m 79.35 deg
9.16 m 84.3 deg
6.54 m 89.39 deg
6.09 m 88.95 deg
9.18 m 85.35 deg
4.79 m 78.6 deg
5.87 m 64.64 deg
3.19 m 46.65 deg
3.74 m 28.65 deg
21.25 m 11.1 deg
27.34 m -6.88 deg
654.36 m -24.88 deg
10.48 m -42.89 deg
5.23 m -61.34 deg
6.64 m -75.74 deg
11.04 m -82.94 deg
9.5 m -86.54 deg
11.27 m -89.83 deg
9.56 m -87.58 deg
10.77 m -83.09 deg
6.48 m -72.73 deg
5.28 m -55.64 deg
10.09 m -38.08 deg
654.36 m -20.09 deg
27.3 m -2.08 deg
8.47 m 15.9 deg
16.95 m 33.89 deg
3.19 m 51.9 deg
2.77 m 69.0 deg
9.47 m 80.25 deg
4.84 m 84.75 deg
3.98 m 89.39 deg
4.06 m 88.49 deg
9.77 m 84.89 deg
9.27 m 77.24 deg
2.86 m 62.4 deg
3.33 m 44.4 deg
654.36 m 26.4 deg
19.71 m 8.39 deg
26.99 m -9.58 deg
9.43 m -27.58 deg
10.47 m -45.59 deg
4.91 m -63.58 deg
6.48 m -77.09 deg
8.34 m -83.39 deg
10.18 m -86.99 deg
10.06 m -89.83 deg
10.07 m -87.13 deg
6.42 m -82.19 deg
4.9 m -70.93 deg
11.07 m -53.39 deg
9.41 m -35.39 deg
19.17 m -17.39 deg
19.24 m 0.59 deg
20.68 m 18.59 deg
654.36 m 36.59 deg
2.93 m 54.6 deg
2.65 m 71.25 deg
8.97 m 81.15 deg
5.34 m 85.2 deg
4.52 m 89.39 deg
5.05 m 88.05 deg
9.06 m 84.45 deg
9.29 m 75.44 deg
2.82 m 59.7 deg
3.17 m 41.7 deg
654.36 m 23.7 deg
19.14 m 5.25 deg
26.29 m -12.29 deg
654.36 m -30.29 deg
9.96 m -48.29 deg
4.76 m -66.29 deg
4.9 m -78.89 deg
6.18 m -84.29 deg
9.33 m -89.83 deg
9.51 m -89.83 deg
8.88 m -86.69 deg
5.7 m -81.28 deg
4.41 m -68.68 deg
11.05 m -50.69 deg
8.76 m -32.69 deg
18.8 m -14.69 deg
25.88 m 3.3 deg
19.27 m 21.3 deg
16.08 m 39.3 deg
3.18 m 57.3 deg
2.79 m 73.05 deg
2.73 m 82.05 deg
2.72 m 85.65 deg
2.71 m 89.39 deg
2.72 m 87.59 deg
2.77 m 83.55 deg
2.79 m 73.64 deg
3.42 m 57.0 deg
15.98 m 39.0 deg
18.95 m 21.0 deg
18.24 m 3.0 deg
18.47 m -14.54 deg
8.46 m -32.54 deg
10.96 m -50.54 deg
4.23 m -68.09 deg
4.79 m -79.79 deg
9.13 m -84.74 deg
10.2 m -89.83 deg
10.65 m -89.38 deg
9.06 m -85.79 deg
4.25 m -79.48 deg
4.23 m -66.43 deg
10.54 m -48.44 deg
8.26 m -30.44 deg
654.36 m -12.44 deg
17.97 m 5.55 deg
18.81 m 23.55 deg
15.76 m 41.55 deg
12.17 m 59.55 deg
2.97 m 74.4 deg
2.75 m 82.5 deg
2.73 m 86.1 deg
2.78 m 89.39 deg
2.74 m 87.14 deg
2.78 m 83.1 deg
3.25 m 71.85 deg
654.36 m 54.75 deg
6.72 m 36.75 deg
18.18 m 18.75 deg
17.86 m 0.75 deg
654.36 m -17.23 deg
8.41 m -35.24 deg
11.46 m -53.23 deg
3.97 m -70.34 deg
3.83 m -80.69 deg
11.79 m -85.19 deg
11.96 m -89.83 deg
11.95 m -88.94 deg
11.83 m -85.34 deg
3.79 m -78.13 deg
3.97 m -63.74 deg
11.15 m -45.74 deg
8.14 m -27.74 deg
654.36 m -9.74 deg
17.57 m 8.25 deg
17.76 m 26.24 deg
6.46 m 44.24 deg
654.36 m 62.24 deg
11.93 m 76.2 deg
5.09 m 82.95 deg
3.89 m 86.55 deg
3.85 m 89.39 deg
4.86 m 86.7 deg
12.37 m 81.74 deg
654.36 m 69.6 deg
654.36 m 52.05 deg
17.56 m 34.05 deg
24.64 m 16.04 deg
654.36 m -1.93 deg
7.31 m -19.93 deg
10.33 m -37.93 deg
3.79 m -55.93 deg
3.61 m -72.14 deg
10.95 m -81.59 deg
11.81 m -85.64 deg
8.98 m -89.83 deg
11.94 m -88.48 deg
11.39 m -84.88 deg
3.56 m -76.34 deg
3.66 m -61.04 deg
11.04 m -43.04 deg
8.03 m -25.04 deg
7.15 m -7.04 deg
16.68 m 10.95 deg
17.03 m 28.95 deg
5.67 m 46.94 deg
15.06 m 64.95 deg
11.34 m 78.0 deg
11.96 m 83.85 deg
654.36 m 89.39 deg
654.36 m 89.39 deg
12.11 m 86.24 deg
11.49 m 80.39 deg
654.36 m 67.35 deg
5.68 m 49.35 deg
17.21 m 31.35 deg
16.63 m 13.35 deg
6.71 m -4.63 deg
7.61 m -22.63 deg
10.79 m -40.63 deg
3.43 m -58.64 deg
3.4 m -73.94 deg
12.04 m -82.49 deg
12.24 m -86.09 deg
11.61 m -89.83 deg
12.0 m -88.04 deg
12.35 m -83.98 deg
11.96 m -74.53 deg
3.28 m -58.34 deg
11.6 m -40.33 deg
10.13 m -22.34 deg
7.07 m -4.34 deg
6.47 m 13.65 deg
16.37 m 31.64 deg
23.77 m 49.65 deg
17.06 m 67.2 deg
5.98 m 79.35 deg
5.87 m 84.3 deg
5.92 m 89.39 deg
5.96 m 88.95 deg
19.34 m 85.35 deg
654.36 m 78.6 deg
17.11 m 64.64 deg
16.53 m 46.65 deg
6.34 m 28.65 deg
7.62 m 10.65 deg
10.91 m -7.34 deg
2.97 m -24.88 deg
2.98 m -42.89 deg
9.89 m -60.89 deg
7.83 m -75.29 deg
6.22 m -82.94 deg
6.96 m -86.54 deg
12.94 m -89.83 deg
7.37 m -87.58 deg
6.75 m -83.09 deg
6.94 m -72.73 deg
9.35 m -55.64 deg
2.88 m -37.64 deg
2.74 m -20.09 deg
10.65 m -2.08 deg
6.1 m 15.9 deg
6.88 m 33.89 deg
5.86 m 51.9 deg
16.3 m 69.0 deg
16.88 m 80.25 deg
16.07 m 84.75 deg
7.18 m 89.39 deg
7.2 m 88.49 deg
654.36 m 84.89 deg
17.23 m 76.79 deg
654.36 m 61.95 deg
5.94 m 43.95 deg
8.24 m 25.95 deg
10.44 m 8.39 deg
2.53 m -9.58 deg
2.57 m -27.58 deg
9.69 m -45.59 deg
7.63 m -63.58 deg
10.96 m -77.09 deg
12.09 m -83.39 deg
17.16 m -86.99 deg
24.73 m -89.83 deg
22.07 m -87.13 deg
12.11 m -82.19 deg
7.24 m -70.93 deg
8.14 m -53.39 deg
10.31 m -35.39 deg
2.35 m -17.39 deg
2.28 m 0.59 deg
9.97 m 18.59 deg
8.12 m 36.59 deg
5.77 m 54.6 deg
654.36 m 71.25 deg
15.93 m 81.15 deg
16.13 m 85.2 deg
17.98 m 89.39 deg
16.14 m 88.05 deg
15.85 m 84.45 deg
10.68 m 75.44 deg
5.45 m 59.7 deg
7.17 m 41.7 deg
9.75 m 23.7 deg
2.05 m 5.7 deg
2.08 m -12.29 deg
2.25 m -30.29 deg
8.41 m -48.29 deg
6.98 m -66.29 deg
24.41 m -78.89 deg
24.59 m -84.29 deg
28.68 m -89.83 deg
18.75 m -89.83 deg
9.47 m -86.69 deg
24.4 m -81.28 deg
6.81 m -68.68 deg
7.7 m -50.69 deg
2.16 m -32.69 deg
1.89 m -14.69 deg
1.82 m 3.3 deg
1.8 m 21.3 deg
8.59 m 39.3 deg
6.21 m 57.3 deg
5.29 m 73.05 deg
9.78 m 82.05 deg
15.82 m 85.65 deg
16.08 m 89.39 deg
16.03 m 87.59 deg
10.65 m 83.55 deg
5.32 m 73.64 deg
5.82 m 57.0 deg
7.95 m 39.0 deg
9.76 m 21.0 deg
1.58 m 3.0 deg
1.61 m -14.98 deg
1.68 m -32.99 deg
7.8 m -50.98 deg
6.79 m -68.54 deg
10.04 m -79.79 deg
654.36 m -84.74 deg
12.54 m -89.83 deg
12.26 m -89.38 deg
12.66 m -85.79 deg
7.75 m -79.48 deg
6.38 m -65.98 deg
7.65 m -47.99 deg
1.53 m -29.99 deg
1.42 m -11.98 deg
1.37 m 6.0 deg
8.86 m 23.99 deg
7.66 m 41.99 deg
5.79 m 59.99 deg
5.11 m 74.85 deg
9.11 m 82.5 deg
15.42 m 86.1 deg
15.94 m 89.39 deg
9.89 m 87.14 deg
5.55 m 83.1 deg
4.93 m 71.85 deg
6.19 m 54.3 deg
8.52 m 36.75 deg
1.15 m 18.75 deg
1.14 m 0.75 deg
1.2 m -17.23 deg
1.34 m -35.24 deg
7.33 m -53.23 deg
6.58 m -70.34 deg
24.74 m -80.69 deg
8.34 m -85.19 deg
654.36 m -89.83 deg
17.08 m -88.94 deg
8.27 m -85.34 deg
12.41 m -78.13 deg
6.7 m -63.74 deg
1.5 m -45.74 deg
1.14 m -27.74 deg
1.0 m -9.74 deg
0.95 m 8.25 deg
0.93 m 26.24 deg
8.0 m 44.24 deg
6.17 m 62.24 deg
5.08 m 76.2 deg
4.75 m 82.95 deg
4.53 m 86.55 deg
4.38 m 89.39 deg
4.58 m 86.7 deg
4.8 m 81.74 deg
5.31 m 69.6 deg
6.85 m 52.05 deg
0.84 m 34.05 deg
0.81 m 16.04 deg
0.81 m -1.93 deg
0.88 m -19.93 deg
0.99 m -37.93 deg
6.77 m -55.93 deg
6.37 m -72.14 deg
12.65 m -81.59 deg
7.61 m -85.64 deg
16.32 m -89.83 deg
16.47 m -88.48 deg
12.87 m -84.88 deg
12.35 m -76.34 deg
6.62 m -61.04 deg
0.92 m -43.04 deg
0.75 m -25.04 deg
0.65 m -7.04 deg
0.6 m 10.95 deg
0.63 m 28.95 deg
0.65 m 46.94 deg
5.82 m 64.95 deg
4.93 m 78.0 deg
4.66 m 83.85 deg
4.45 m 89.39 deg
4.47 m 89.39 deg
4.54 m 86.24 deg
4.75 m 80.39 deg
5.06 m 67.35 deg
0.64 m 49.35 deg
0.57 m 31.35 deg
0.53 m 13.35 deg
0.52 m -4.63 deg
0.56 m -22.63 deg
0.69 m -40.63 deg
0.88 m -58.64 deg
6.04 m -73.94 deg
5.83 m -82.49 deg
11.58 m -86.09 deg
17.3 m -89.83 deg
5.76 m -88.04 deg
6.46 m -83.98 deg
1.25 m -74.53 deg
0.76 m -58.34 deg
0.58 m -40.33 deg
0.5 m -22.34 deg
0.48 m -4.34 deg
0.53 m 13.65 deg
0.59 m 31.64 deg
5.98 m 49.65 deg
5.08 m 67.2 deg
9.47 m 79.35 deg
654.36 m 84.3 deg
16.44 m 89.39 deg
654.36 m 88.95 deg
5.14 m 85.35 deg
4.41 m 78.6 deg
3.45 m 64.64 deg
2.13 m 46.65 deg
1.23 m 28.65 deg
1.42 m 10.65 deg
1.81 m -7.34 deg
4.93 m -25.33 deg
6.32 m -43.34 deg
4.56 m -60.89 deg
2.42 m -75.29 deg
1.96 m -82.94 deg
1.71 m -86.54 deg
0.35 m -89.83 deg
0.74 m -87.58 deg
1.72 m -83.09 deg
1.97 m -72.73 deg
2.78 m -55.64 deg
7.87 m -37.64 deg
654.36 m -20.09 deg
18.87 m -1.64 deg
10.66 m 16.34 deg
7.83 m 34.34 deg
7.37 m 52.35 deg
7.21 m 69.45 deg
0.32 m 80.7 deg
0.32 m 84.75 deg
0.3 m 89.39 deg
0.31 m 88.49 deg
0.33 m 84.89 deg
0.43 m 77.24 deg
7.42 m 61.95 deg
7.81 m 43.95 deg
9.95 m 25.95 deg
19.34 m 8.39 deg
654.36 m -9.58 deg
1.57 m -27.58 deg
0.98 m -45.59 deg
0.04 m -63.58 deg
0.05 m -77.09 deg
0.05 m -83.39 deg
0.05 m -86.99 deg
