Running SF45/B LWNX driver.
17.67 m -70.93 deg
654.36 m -53.39 deg
654.36 m -35.39 deg
654.36 m -17.39 deg
654.36 m 0.59 deg
654.36 m 18.59 deg
35.03 m 36.59 deg
33.48 m 54.6 deg
26.82 m 71.25 deg
25.0 m 81.15 deg
20.72 m 85.2 deg
19.89 m 89.39 deg
17.74 m 88.05 deg
17.18 m 84.45 deg
18.75 m 75.44 deg
17.34 m 59.7 deg
14.68 m 41.7 deg
654.36 m 23.7 deg
654.36 m 5.7 deg
654.36 m -12.29 deg
654.36 m -30.29 deg
654.36 m -48.29 deg
654.36 m -66.29 deg
654.36 m -78.89 deg
654.36 m -84.29 deg
654.36 m -89.83 deg
654.36 m -89.83 deg
654.36 m -86.69 deg
654.36 m -81.28 deg
654.36 m -68.68 deg
654.36 m -50.69 deg
654.36 m -32.69 deg
654.36 m -14.69 deg
654.36 m 3.3 deg
30.51 m 21.3 deg
654.36 m 39.3 deg
16.94 m 57.3 deg
16.65 m 73.05 deg
17.25 m 82.05 deg
17.4 m 85.65 deg
15.9 m 89.39 deg
15.96 m 87.59 deg
16.3 m 83.55 deg
16.49 m 73.64 deg
15.71 m 57.0 deg
16.49 m 39.0 deg
654.36 m 21.0 deg
654.36 m 3.0 deg
654.36 m -14.98 deg
654.36 m -32.99 deg
654.36 m -50.98 deg
34.68 m -68.54 deg
654.36 m -79.79 deg
17.76 m -84.74 deg
654.36 m -89.83 deg
654.36 m -89.38 deg
654.36 m -85.79 deg
18.33 m -79.48 deg
654.36 m -65.98 deg
654.36 m -48.44 deg
654.36 m -29.99 deg
654.36 m -11.98 deg
654.36 m 5.55 deg
654.36 m 23.55 deg
30.52 m 41.55 deg
23.8 m 59.99 deg
21.0 m 74.85 deg
18.41 m 82.5 deg
18.11 m 86.1 deg
17.23 m 89.39 deg
17.5 m 87.14 deg
17.61 m 82.64 deg
17.16 m 71.39 deg
14.79 m 54.3 deg
13.98 m 36.3 deg
654.36 m 18.3 deg
654.36 m 0.75 deg
654.36 m -17.23 deg
654.36 m -35.24 deg
654.36 m -53.23 deg
654.36 m -70.34 deg
654.36 m -80.69 deg
654.36 m -85.19 deg
654.36 m -89.83 deg
654.36 m -88.94 deg
654.36 m -85.34 deg
654.36 m -78.13 deg
654.36 m -63.74 deg
654.36 m -45.74 deg
654.36 m -27.74 deg
654.36 m -9.74 deg
654.36 m 8.25 deg
654.36 m 26.24 deg
654.36 m 44.24 deg
13.71 m 62.24 deg
12.54 m 76.2 deg
12.48 m 82.95 deg
12.78 m 86.55 deg
12.03 m 89.39 deg
11.39 m 86.7 deg
11.12 m 81.74 deg
11.91 m 69.6 deg
13.49 m 52.05 deg
654.36 m 34.05 deg
654.36 m 16.04 deg
654.36 m -1.93 deg
654.36 m -19.93 deg
654.36 m -37.93 deg
654.36 m -55.93 deg
654.36 m -72.14 deg
654.36 m -81.59 deg
654.36 m -85.64 deg
654.36 m -89.83 deg
654.36 m -88.48 deg
654.36 m -84.88 deg
654.36 m -76.34 deg
33.76 m -61.04 deg
654.36 m -43.04 deg
654.36 m -25.04 deg
654.36 m -7.04 deg
654.36 m 10.95 deg
654.36 m 28.95 deg
32.8 m 46.94 deg
654.36 m 64.95 deg
24.89 m 78.0 deg
22.81 m 83.85 deg
25.68 m 89.39 deg
26.95 m 89.39 deg
27.63 m 86.24 deg
28.37 m 80.39 deg
654.36 m 67.35 deg
34.51 m 49.35 deg
654.36 m 31.35 deg
654.36 m 13.35 deg
654.36 m -4.63 deg
654.36 m -22.63 deg
654.36 m -40.63 deg
654.36 m -58.64 deg
654.36 m -73.94 deg
654.36 m -82.49 deg
17.43 m -86.09 deg
16.63 m -89.83 deg
17.65 m -88.04 deg
37.19 m -83.98 deg
654.36 m -74.53 deg
654.36 m -58.34 deg
654.36 m -40.33 deg
654.36 m -22.34 deg
654.36 m -4.34 deg
654.36 m 13.65 deg
654.36 m 31.64 deg
654.36 m 49.65 deg
654.36 m 67.2 deg
654.36 m 79.35 deg
654.36 m 84.3 deg
654.36 m 89.39 deg
30.08 m 88.95 deg
654.36 m 85.35 deg
654.36 m 78.6 deg
654.36 m 64.64 deg
34.01 m 46.65 deg
654.36 m 28.65 deg
654.36 m 10.65 deg
654.36 m -6.88 deg
654.36 m -24.88 deg
654.36 m -42.89 deg
33.16 m -60.89 deg
654.36 m -75.74 deg
654.36 m -82.94 deg
654.36 m -86.54 deg
654.36 m -89.83 deg
654.36 m -87.58 deg
654.36 m -83.09 deg
654.36 m -72.73 deg
33.06 m -55.64 deg
654.36 m -37.64 deg
654.36 m -20.09 deg
654.36 m -2.08 deg
654.36 m 15.9 deg
13.91 m 33.89 deg
13.49 m 52.35 deg
15.67 m 69.45 deg
22.2 m 80.25 deg
27.13 m 84.75 deg
27.91 m 89.39 deg
29.22 m 88.49 deg
654.36 m 84.89 deg
654.36 m 77.24 deg
31.58 m 61.95 deg
31.65 m 43.95 deg
31.15 m 26.4 deg
654.36 m 8.39 deg
12.7 m -9.58 deg
654.36 m -27.58 deg
654.36 m -45.59 deg
654.36 m -63.58 deg
654.36 m -77.09 deg
654.36 m -83.39 deg
654.36 m -86.99 deg
654.36 m -89.83 deg
654.36 m -87.13 deg
654.36 m -82.19 deg
654.36 m -70.93 deg
32.69 m -53.39 deg
654.36 m -35.39 deg
654.36 m -17.39 deg
654.36 m 0.59 deg
654.36 m 18.59 deg
30.88 m 36.59 deg
33.01 m 54.6 deg
654.36 m 71.25 deg
654.36 m 81.15 deg
654.36 m 85.2 deg
654.36 m 89.39 deg
27.37 m 88.05 deg
654.36 m 84.45 deg
20.39 m 75.44 deg
17.62 m 59.7 deg
654.36 m 41.7 deg
654.36 m 23.7 deg
654.36 m 5.7 deg
654.36 m -12.29 deg
654.36 m -30.29 deg
654.36 m -48.29 deg
32.5 m -66.29 deg
654.36 m -78.89 deg
654.36 m -84.29 deg
654.36 m -89.83 deg
654.36 m -89.83 deg
654.36 m -86.69 deg
654.36 m -81.28 deg
654.36 m -68.68 deg
32.37 m -50.69 deg
654.36 m -32.69 deg
654.36 m -14.69 deg
654.36 m 2.84 deg
654.36 m 20.84 deg
654.36 m 38.84 deg
15.18 m 56.85 deg
12.48 m 73.05 deg
11.58 m 82.05 deg
11.98 m 85.65 deg
12.24 m 89.39 deg
12.77 m 87.59 deg
13.56 m 83.55 deg
15.17 m 73.64 deg
654.36 m 57.45 deg
28.01 m 39.0 deg
654.36 m 21.0 deg
654.36 m 3.45 deg
654.36 m -14.54 deg
654.36 m -32.54 deg
32.05 m -50.54 deg
654.36 m -68.54 deg
654.36 m -79.79 deg
654.36 m -84.74 deg
17.18 m -89.83 deg
17.31 m -89.38 deg
654.36 m -85.79 deg
654.36 m -79.48 deg
654.36 m -66.43 deg
31.93 m -48.44 deg
654.36 m -30.44 deg
654.36 m -12.44 deg
654.36 m 5.55 deg
654.36 m 23.55 deg
22.74 m 41.55 deg
654.36 m 59.55 deg
12.32 m 74.4 deg
10.49 m 82.5 deg
10.23 m 86.1 deg
10.82 m 89.39 deg
12.18 m 87.14 deg
13.94 m 83.1 deg
15.44 m 71.85 deg
17.24 m 54.75 deg
26.52 m 36.75 deg
654.36 m 18.75 deg
654.36 m 0.75 deg
654.36 m -17.23 deg
654.36 m -35.24 deg
31.76 m -53.23 deg
654.36 m -69.89 deg
654.36 m -80.69 deg
654.36 m -85.19 deg
654.36 m -89.83 deg
654.36 m -88.94 deg
654.36 m -85.34 deg
654.36 m -78.13 deg
654.36 m -63.74 deg
31.72 m -45.74 deg
654.36 m -27.74 deg
654.36 m -9.74 deg
654.36 m 8.25 deg
654.36 m 26.24 deg
654.36 m 44.24 deg
654.36 m 62.24 deg
11.31 m 76.2 deg
9.82 m 82.95 deg
9.35 m 86.55 deg
9.04 m 89.39 deg
9.38 m 86.7 deg
10.28 m 81.74 deg
12.36 m 70.04 deg
654.36 m 52.05 deg
654.36 m 34.5 deg
654.36 m 16.04 deg
654.36 m -1.48 deg
654.36 m -19.48 deg
654.36 m -37.49 deg
31.43 m -55.48 deg
654.36 m -72.14 deg
654.36 m -81.59 deg
654.36 m -85.19 deg
58.88 m -89.83 deg
654.36 m -88.48 deg
654.36 m -84.88 deg
654.36 m -76.34 deg
654.36 m -61.49 deg
654.36 m -43.49 deg
654.36 m -25.49 deg
654.36 m -7.49 deg
654.36 m 10.5 deg
654.36 m 28.49 deg
654.36 m 46.49 deg
654.36 m 64.5 deg
654.36 m 77.55 deg
654.36 m 83.85 deg
654.36 m 87.0 deg
654.36 m 89.39 deg
654.36 m 86.24 deg
654.36 m 80.39 deg
654.36 m 67.79 deg
654.36 m 49.8 deg
654.36 m 31.8 deg
654.36 m 13.79 deg
654.36 m -4.18 deg
654.36 m -22.19 deg
654.36 m -40.18 deg
31.03 m -58.18 deg
654.36 m -73.49 deg
654.36 m -82.04 deg
654.36 m -85.64 deg
654.36 m -89.83 deg
654.36 m -88.04 deg
654.36 m -83.98 deg
654.36 m -74.53 deg
31.03 m -58.79 deg
654.36 m -40.79 deg
654.36 m -22.79 deg
654.36 m -4.79 deg
654.36 m 13.2 deg
25.94 m 31.19 deg
654.36 m 49.19 deg
14.23 m 67.2 deg
12.6 m 79.35 deg
12.94 m 84.3 deg
13.41 m 89.39 deg
14.23 m 88.95 deg
15.13 m 85.8 deg
14.81 m 79.04 deg
16.43 m 65.1 deg
654.36 m 47.1 deg
654.36 m 29.1 deg
654.36 m 11.1 deg
654.36 m -6.88 deg
654.36 m -24.88 deg
654.36 m -42.89 deg
30.71 m -60.89 deg
654.36 m -75.29 deg
654.36 m -82.49 deg
654.36 m -86.09 deg
28.44 m -89.83 deg
654.36 m -87.58 deg
654.36 m -83.09 deg
654.36 m -72.73 deg
30.52 m -56.09 deg
654.36 m -38.08 deg
654.36 m -20.09 deg
654.36 m -2.08 deg
654.36 m 15.9 deg
654.36 m 33.89 deg
654.36 m 51.9 deg
11.23 m 69.0 deg
10.41 m 80.25 deg
11.52 m 84.75 deg
13.31 m 89.39 deg
14.61 m 88.49 deg
15.57 m 84.89 deg
16.89 m 77.24 deg
654.36 m 62.4 deg
28.89 m 44.4 deg
654.36 m 26.4 deg
654.36 m 8.84 deg
654.36 m -9.13 deg
654.36 m -27.13 deg
654.36 m -45.14 deg
30.26 m -63.14 deg
654.36 m -77.09 deg
654.36 m -83.39 deg
654.36 m -86.99 deg
654.36 m -89.83 deg
654.36 m -87.13 deg
654.36 m -82.63 deg
654.36 m -71.38 deg
30.09 m -53.84 deg
654.36 m -35.83 deg
654.36 m -17.84 deg
654.36 m 0.14 deg
654.36 m 18.15 deg
654.36 m 36.14 deg
654.36 m 54.15 deg
7.69 m 70.8 deg
6.45 m 81.15 deg
6.14 m 85.2 deg
6.25 m 89.39 deg
6.43 m 88.05 deg
6.62 m 84.45 deg
6.94 m 75.44 deg
8.09 m 60.15 deg
11.33 m 42.15 deg
654.36 m 24.15 deg
654.36 m 6.14 deg
654.36 m -11.84 deg
654.36 m -29.83 deg
29.76 m -47.84 deg
654.36 m -65.84 deg
654.36 m -78.44 deg
654.36 m -83.84 deg
654.36 m -89.83 deg
654.36 m -89.83 deg
654.36 m -86.69 deg
654.36 m -81.28 deg
654.36 m -69.13 deg
29.73 m -51.14 deg
654.36 m -33.13 deg
654.36 m -15.14 deg
654.36 m 2.84 deg
654.36 m 20.84 deg
654.36 m 38.39 deg
654.36 m 56.4 deg
11.57 m 72.6 deg
9.56 m 82.05 deg
8.28 m 85.65 deg
7.47 m 89.39 deg
7.24 m 87.59 deg
7.72 m 83.55 deg
8.95 m 73.64 deg
11.36 m 57.45 deg
654.36 m 39.45 deg
654.36 m 21.9 deg
654.36 m 3.9 deg
654.36 m -14.09 deg
654.36 m -32.08 deg
5.67 m -50.09 deg
654.36 m -68.09 deg
654.36 m -79.79 deg
654.36 m -84.29 deg
654.36 m -89.38 deg
654.36 m -89.38 deg
654.36 m -86.23 deg
654.36 m -79.93 deg
654.36 m -66.88 deg
29.14 m -48.44 deg
654.36 m -30.44 deg
654.36 m -12.89 deg
6.79 m 5.09 deg
654.36 m 23.09 deg
14.4 m 41.1 deg
11.16 m 59.1 deg
8.62 m 73.95 deg
7.8 m 82.5 deg
7.5 m 86.1 deg
7.21 m 89.39 deg
7.22 m 87.14 deg
7.47 m 83.1 deg
8.35 m 72.29 deg
11.06 m 55.2 deg
654.36 m 37.2 deg
654.36 m 19.2 deg
6.53 m 1.2 deg
654.36 m -16.78 deg
654.36 m -34.79 deg
28.95 m -52.79 deg
654.36 m -69.89 deg
654.36 m -80.69 deg
654.36 m -84.74 deg
654.36 m -89.83 deg
654.36 m -88.94 deg
654.36 m -85.34 deg
654.36 m -78.13 deg
654.36 m -64.18 deg
28.79 m -46.19 deg
654.36 m -28.19 deg
654.36 m -10.19 deg
654.36 m 7.8 deg
654.36 m 25.8 deg
654.36 m 43.8 deg
654.36 m 61.8 deg
9.81 m 75.75 deg
9.04 m 82.95 deg
9.27 m 86.55 deg
8.92 m 89.39 deg
8.51 m 86.7 deg
8.16 m 82.2 deg
8.11 m 70.04 deg
9.41 m 52.5 deg
654.36 m 34.5 deg
654.36 m 16.5 deg
654.36 m -1.48 deg
654.36 m -19.48 deg
654.36 m -37.49 deg
4.77 m -55.48 deg
654.36 m -71.69 deg
654.36 m -81.14 deg
654.36 m -85.19 deg
654.36 m -89.83 deg
654.36 m -88.48 deg
654.36 m -84.88 deg
654.36 m -76.34 deg
4.66 m -61.49 deg
654.36 m -43.49 deg
654.36 m -25.49 deg
5.76 m -7.49 deg
654.36 m 10.05 deg
654.36 m 28.05 deg
14.49 m 46.05 deg
11.56 m 64.5 deg
9.59 m 77.55 deg
8.77 m 83.85 deg
8.59 m 87.0 deg
8.52 m 89.39 deg
8.55 m 86.24 deg
8.59 m 80.39 deg
9.28 m 67.79 deg
10.74 m 49.8 deg
13.21 m 31.8 deg
5.05 m 13.79 deg
5.04 m -3.73 deg
654.36 m -21.73 deg
27.89 m -39.74 deg
28.4 m -58.18 deg
654.36 m -73.49 deg
654.36 m -82.04 deg
654.36 m -85.64 deg
654.36 m -89.83 deg
654.36 m -88.04 deg
654.36 m -84.44 deg
654.36 m -74.98 deg
4.3 m -58.79 deg
654.36 m -40.79 deg
654.36 m -23.24 deg
654.36 m -5.24 deg
4.74 m 12.75 deg
654.36 m 30.74 deg
18.95 m 48.74 deg
15.93 m 66.75 deg
14.44 m 78.9 deg
13.48 m 84.3 deg
12.99 m 89.39 deg
12.19 m 88.95 deg
11.84 m 85.8 deg
12.16 m 79.04 deg
12.71 m 65.54 deg
14.9 m 47.55 deg
17.49 m 29.55 deg
19.53 m 11.54 deg
4.67 m -6.44 deg
654.36 m -24.44 deg
654.36 m -42.43 deg
4.09 m -60.43 deg
654.36 m -74.84 deg
6.45 m -82.49 deg
654.36 m -86.09 deg
654.36 m -89.83 deg
654.36 m -87.58 deg
10.56 m -83.54 deg
11.42 m -73.18 deg
654.36 m -56.54 deg
654.36 m -38.54 deg
654.36 m -20.54 deg
4.24 m -2.54 deg
4.22 m 15.45 deg
17.62 m 33.44 deg
14.37 m 51.44 deg
11.66 m 69.0 deg
10.25 m 80.25 deg
9.56 m 84.75 deg
9.44 m 89.39 deg
9.23 m 88.49 deg
9.09 m 84.89 deg
9.04 m 77.24 deg
10.6 m 62.85 deg
15.88 m 44.85 deg
18.4 m 26.85 deg
3.92 m 8.84 deg
4.41 m -9.13 deg
654.36 m -27.13 deg
27.06 m -45.14 deg
28.01 m -63.14 deg
654.36 m -76.64 deg
654.36 m -83.39 deg
654.36 m -86.54 deg
654.36 m -89.83 deg
654.36 m -87.13 deg
654.36 m -82.63 deg
654.36 m -71.38 deg
27.47 m -53.84 deg
654.36 m -35.83 deg
654.36 m -18.29 deg
4.09 m -0.29 deg
3.42 m 17.69 deg
15.44 m 35.69 deg
12.23 m 53.69 deg
9.95 m 70.35 deg
9.26 m 80.7 deg
8.98 m 85.2 deg
8.92 m 89.39 deg
8.81 m 88.05 deg
8.58 m 84.45 deg
8.61 m 75.89 deg
10.29 m 60.6 deg
13.33 m 42.6 deg
3.59 m 24.6 deg
3.56 m 6.59 deg
654.36 m -11.39 deg
654.36 m -29.38 deg
27.13 m -47.39 deg
28.09 m -65.39 deg
654.36 m -77.99 deg
0.03 m -83.84 deg
0.09 m -89.38 deg
0.18 m -89.83 deg
0.21 m -86.69 deg
0.22 m -81.73 deg
0.19 m -69.59 deg
654.36 m -51.59 deg
654.36 m -33.58 deg
654.36 m -15.59 deg
654.36 m 2.39 deg
654.36 m 20.39 deg
654.36 m 38.39 deg
654.36 m 57.74 deg
654.36 m 73.95 deg
654.36 m 82.5 deg
654.36 m 86.1 deg
654.36 m 89.84 deg
654.36 m 87.59 deg
654.36 m 83.1 deg
654.36 m 73.19 deg
654.36 m 57.45 deg
654.36 m 39.9 deg
654.36 m 21.9 deg
654.36 m 3.9 deg
654.36 m -14.09 deg
654.36 m -32.08 deg
4.96 m -50.09 deg
3.09 m -67.64 deg
1.91 m -79.34 deg
1.47 m -84.29 deg
0.34 m -89.38 deg
0.1 m -89.38 deg
0.09 m -86.23 deg
0.25 m -79.93 deg
2.01 m -66.88 deg
3.56 m -48.89 deg
654.36 m -30.89 deg
654.36 m -12.89 deg
654.36 m 4.64 deg
654.36 m 22.64 deg
654.36 m 40.64 deg
654.36 m 58.65 deg
0.47 m 73.95 deg
0.33 m 82.5 deg
0.32 m 86.1 deg
0.32 m 89.39 deg
0.33 m 87.14 deg
0.35 m 83.1 deg
0.47 m 72.29 deg
654.36 m 55.2 deg
654.36 m 37.65 deg
654.36 m 19.65 deg
654.36 m 1.65 deg
654.36 m -16.33 deg
3.03 m -34.33 deg
0.08 m -52.34 deg
0.04 m -69.44 deg
0.05 m -80.69 deg
0.05 m -84.74 deg
0.05 m -89.83 deg
0.04 m -88.94 deg
